# src/jamBashbulk.cpp (unix) 
# commit 85670c21403a4f54092b9da783e3a906d5e2f869 (2016-08-01 17:09:16 +0200)
# RAND_MAX = 2147483647
# srand(0); rand() = 1804289383
step#	N	P0	P	alpha	delta	L	phi	Z	#rattler	s_xx	s_yy	s_xy	U	dU	H	dH	t_run	#FIRE	#CG	gg creation-date ccnum
57	16	1.0000000000000010545e-03	1.0446869762912758238e-03	9.4390132789101108345e-03	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0583014696545625143e-03	-1.0310724829279891329e-03	6.0908953261909335772e-05	1.2349952366455256600e-04	4.8836743365130753924e-21	9.1408853552778259846e-02	6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	9.8467580118312414417e-19	2016-08-01_17-16-10 2
58	16	1.0000000000000010545e-03	1.0543830286493812941e-03	9.8784585317542089202e-03	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0630163577109665630e-03	-1.0457496995877960252e-03	6.2515392011835533761e-05	1.2597139873143908849e-04	-1.5484821066992678074e-21	9.1411325427845146369e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	1.0200394267309911833e-18	2016-08-01_17-16-10 2
59	16	1.0000000000000010545e-03	1.0651433742226884507e-03	1.0385921992995877307e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0679156359466058943e-03	-1.0623711124987710071e-03	6.4306177982247406479e-05	1.2890449359403626226e-04	1.3234889800848442798e-21	9.1414258522707743538e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	9.9907536128644724993e-19	2016-08-01_17-16-10 2
60	16	1.0000000000000010545e-03	1.0769852564942868404e-03	1.0971931655925913101e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0728454122155052228e-03	-1.0811251007730684579e-03	6.6293012337937653567e-05	1.3239253674601023442e-04	3.3616620094155044707e-21	9.1417746565859717514e-02	6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	7.4327141121564854753e-19	2016-08-01_17-16-10 2
61	16	1.0000000000000010545e-03	1.0898784675910089207e-03	1.1648645057531460284e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0775669688825534500e-03	-1.1021899662994643917e-03	6.8486318744153717322e-05	1.3654947826933676721e-04	-8.9997250645769411026e-22	9.1421903507383044046e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	5.1711361429875035700e-19	2016-08-01_17-16-10 2
62	16	1.0000000000000010545e-03	1.1037208698872373529e-03	1.2430101502503468487e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0817233006311920645e-03	-1.1257184391432826413e-03	7.0895401492986694710e-05	1.4151387014784177110e-04	3.4410713482205951275e-21	9.1426867899261549050e-02	6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	8.3348042009823153364e-19	2016-08-01_17-16-10 2
63	16	1.0000000000000010545e-03	1.1183042573248092029e-03	1.3332513326976612537e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0847937788608321255e-03	-1.1518147357887862804e-03	7.3529507785706595042e-05	1.4745421030587359639e-04	6.6174449004242213990e-23	9.1432808239419580872e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	6.5422707263554022439e-19	2016-08-01_17-16-10 2
64	16	1.0000000000000010545e-03	1.1332670742269563681e-03	1.4374602244648944857e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0860329825070396164e-03	-1.1805011659468731198e-03	7.6400642992782675724e-05	1.5457559940421559225e-04	-2.0117032497289633053e-21	9.1439929628517922867e-02	-6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	1.0752024474209274929e-18	2016-08-01_17-16-10 2
65	16	1.0000000000000010545e-03	1.1480293381227450871e-03	1.5577987753221490238e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0843885232637390838e-03	-1.2116701529817510903e-03	7.9529577715501222968e-05	1.6312837439098205560e-04	-2.0514079191315086337e-21	9.1448482403504689334e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	7.7072057266260821790e-19	2016-08-01_17-16-10 2
66	16	1.0000000000000010545e-03	1.1617036034242370187e-03	1.6967635659157427272e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0783911907033962964e-03	-1.2450160161450777411e-03	8.2957431887215534795e-05	1.7342004552484711609e-04	4.3145740750765923521e-21	9.1458774074638554390e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	6.1028723849672339430e-19	2016-08-01_17-16-10 2
67	16	1.0000000000000010545e-03	1.1729739083503971044e-03	1.8572376025993678232e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0660089498812257326e-03	-1.2799388668195684762e-03	8.6766715454673364411e-05	1.8583322305664473847e-04	3.7719435932418061974e-21	9.1471187252170352014e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	6.1505179882502883371e-19	2016-08-01_17-16-10 2
68	16	1.0000000000000010545e-03	1.1801063543241762942e-03	2.0425501291720133407e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.0000000000000000000e+00	0	-1.0429045231125268346e-03	-1.3173081855358257537e-03	9.0917351506795880905e-05	2.0085118475433571449e-04	3.7190040340384124262e-21	9.1486205213868042994e-02	6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	1.1678466760268665925e-18	2016-08-01_17-16-10 2
69	16	1.0000000000000010545e-03	1.1771400204609267611e-03	1.9465617264375548016e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0565883285014132528e-03	-1.2976917124204402698e-03	8.8860061992514977855e-05	1.9298231218404681073e-04	3.3351922298138075851e-21	9.1478336341297754089e-02	6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	1.0630263488041469255e-18	2016-08-01_17-16-10 2
70	16	1.0000000000000010545e-03	1.1787293638429978804e-03	1.9936926558230927658e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0508904262314937630e-03	-1.3065683014545019978e-03	8.9966114289194925671e-05	1.9682314593300549862e-04	-1.2176098616780567374e-21	9.1482177175046712780e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	5.7439421735682241743e-19	2016-08-01_17-16-10 2
71	16	1.0000000000000010545e-03	1.1794511987869757405e-03	2.0179016748096955559e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.0000000000000000000e+00	0	-1.0471520561278312226e-03	-1.3117503414461202588e-03	9.0455615159915180763e-05	1.9881390731951542348e-04	-1.4293680984916318222e-21	9.1484167936433222697e-02	-6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	7.9801091543195770694e-19	2016-08-01_17-16-10 2
72	16	1.0000000000000010545e-03	1.1790853007288555770e-03	2.0057427288413627681e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.0000000000000000000e+00	0	-1.0491999193749920011e-03	-1.3089706820827191531e-03	9.0229548225291734774e-05	1.9781273734881282508e-04	3.0175548745934449579e-21	9.1483166766462520099e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	1.0336978330054667763e-18	2016-08-01_17-16-10 2
73	16	1.0000000000000010545e-03	1.1789018074370585364e-03	1.9997041443479811701e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0501275847493512702e-03	-1.3076760301247658023e-03	9.0107486906849607717e-05	1.9731645814490587005e-04	5.5321839367546490895e-21	9.1482670487258613146e-02	6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	1.2392092018330413961e-18	2016-08-01_17-16-10 2
74	16	1.0000000000000010545e-03	1.1789899599581586855e-03	2.0027200419782709558e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.0000000000000000000e+00	0	-1.0497041492612022848e-03	-1.3082757706551150860e-03	9.0173515055904795135e-05	1.9756423707685690202e-04	-2.5146290621612041316e-21	9.1482918266190564176e-02	-6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	6.0668734847089261786e-19	2016-08-01_17-16-10 2
75	16	1.0000000000000010545e-03	1.1789439654204143330e-03	2.0012112454629070702e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0499350585438468670e-03	-1.3079528722969817991e-03	9.0142943065401928369e-05	1.9744025469055835163e-04	-3.7719435932418061974e-21	9.1482794283804265627e-02	-6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	1.7448878713438586985e-18	2016-08-01_17-16-10 2
76	16	1.0000000000000010545e-03	1.1789658862349663271e-03	2.0019654316763828881e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.0000000000000000000e+00	0	-1.0498297274793966873e-03	-1.3081020449905359671e-03	9.0159536580303683351e-05	1.9750222334193570968e-04	4.0498762790596234962e-21	9.1482856252455642989e-02	6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	6.8652020374961042481e-19	2016-08-01_17-16-10 2
77	16	1.0000000000000010545e-03	1.1789544449740373737e-03	2.0015882855734926031e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0498868129700979611e-03	-1.3080220769779767862e-03	9.0151814212324461672e-05	1.9747123319736451800e-04	-7.0144915944496746829e-22	9.1482825262311071793e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	8.5052695816172432797e-19	2016-08-01_17-16-10 2
78	16	1.0000000000000010545e-03	1.1789598529442678559e-03	2.0017768453740375843e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.0000000000000000000e+00	0	-1.0498610921464850336e-03	-1.3080586137420506781e-03	9.0156043818679969446e-05	1.9748672685595862517e-04	-3.0043199847925965151e-21	9.1482840755969665904e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	1.4056511759685114127e-18	2016-08-01_17-16-10 2
79	16	1.0000000000000010545e-03	1.1789570611100172561e-03	2.0016825621612728322e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0498747444419130078e-03	-1.3080393777781215044e-03	9.0154032443960483391e-05	1.9747897966112014437e-04	4.5660369812927127653e-21	9.1482833008774827423e-02	6.7762635780344027125e-21	1.0000000000000000000e+00	2000	0	1.1234833254144226122e-18	2016-08-01_17-16-11 2
80	16	1.0000000000000010545e-03	1.1789583686149059380e-03	2.0017297029395030467e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0498687091072801067e-03	-1.3080480281225317698e-03	9.0155141626541833143e-05	1.9748285316861129175e-04	7.0806660434539168969e-21	9.1482836882282318568e-02	6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	2.2289672006996913423e-18	2016-08-01_17-16-11 2
81	16	1.0000000000000010545e-03	1.1789590983653265129e-03	2.0017532739497286381e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.0000000000000000000e+00	0	-1.0498650118897377690e-03	-1.3080531848409152565e-03	9.0155607275669980807e-05	1.9748478999054466730e-04	-1.4161332086907833794e-21	9.1482838819104251946e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	7.6063558663436170448e-19	2016-08-01_17-16-11 2
82	16	1.0000000000000010545e-03	1.1789587210410618433e-03	2.0017414883928558775e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.0000000000000000000e+00	0	-1.0498669716913616401e-03	-1.3080504703907620463e-03	9.0155389008513588828e-05	1.9748382157411405760e-04	3.1101991031993840575e-21	9.1482837850687821329e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	3.9355268311802929504e-19	2016-08-01_17-16-11 2
83	16	1.0000000000000010545e-03	1.1789585323702313189e-03	2.0017355956532395278e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.0000000000000000000e+00	0	-1.0498679515746734049e-03	-1.3080491131657892329e-03	9.0155279876022511716e-05	1.9748333736996777379e-04	-3.4013666788180497991e-21	9.1482837366483675048e-02	-6.7762635780344027125e-21	0.0000000000000000000e+00	2000	0	1.6663255654860223420e-18	2016-08-01_17-16-11 2
84	16	1.0000000000000010545e-03	1.1789584503214955194e-03	2.0017326492931363109e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0498683318751666461e-03	-1.3080485687678243929e-03	9.0155210951931173406e-05	1.9748309526893064468e-04	2.4219848335552650320e-21	9.1482837124382637920e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	7.8816415742012646550e-19	2016-08-01_17-16-11 2
85	16	1.0000000000000010545e-03	1.1789584911742403292e-03	2.0017341224723791743e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0498681432580643383e-03	-1.3080488390904163203e-03	9.0155245614691023156e-05	1.9748321631935949022e-04	7.9409338805090656788e-23	9.1482837245433066769e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	5.5360138188366091409e-19	2016-08-01_17-16-11 2
86	16	1.0000000000000010545e-03	1.1789585116004752329e-03	2.0017348590626071647e-02	1.5699367882486530212e-03	9.5543369225244307906e+00	8.1494906634508249319e-01	4.1250000000000000000e+00	0	-1.0498680489492518297e-03	-1.3080489742516986357e-03	9.0155262946087275190e-05	1.9748327684464120892e-04	-1.0058516248644816526e-21	9.1482837305958348489e-02	0.0000000000000000000e+00	0.0000000000000000000e+00	2000	0	5.9492140804747100116e-19	2016-08-01_17-16-11 2
